articolo_id;articolo;localizzazione;tempo;grave;moto;utenti_deboli
1;Dall'investimento e uccisione di una donna brasiliana lungo la tangenziale, fino ai quattro morti sulle strade a cavallo tra Natale e Capodanno, dalla morte del sindaco di Soragna Matteo Concari a quella della 21enne Irene Montruccoli, deceduta in ospedale per un malore improvviso Dall'omicidio di Vitalie Sofroni, accoltellato a morte nel parcheggio di Gaione per aver cercato di difendere un'amica alla strage della via Emilia - il tragico schianto del 30 ottobre in cui hanno perso la vita 4 persone, tra cui tre bambini - all'investimento e uccisione di una donna brasiliana lungo la tangenziale, fino ai quattro morti sulle strade a cavallo tra Natale e Capodanno.;0;0;0;0;0
1;Poi la morte del sindaco di Soragna Matteo Concari, che ha avuto un malore durante una cerimonia pubblica e la morte della 21enne Irene Montruccoli, deceduta all'ospedale Maggiore di Parma per un malore improvviso.;0;0;0;0;0
1;Con il 2022 che sta per volgere al termine ecco i dieci fatti di cronaca più significativi dell'anno che stiamo per lasciarci alle spalle.;0;0;0;0;0
1;L'omicidio di Vitalie Sofroni La sera del 6 luglio il 40enne Vitalie Sofroni è statoaccoltellato a mortein un parcheggio di Gaione dal marito della donna che aveva cercato di difendere.;0;0;0;0;0
1;Un fatto di sangue che ha sconvolto la tranquilla comunità di Gaione.;0;0;0;0;0
1;La donna, che era scappata da casa per cercare di sottrarsi ai maltrattamenti del marito, aveva trovato ospitalità, insieme alla figlia piccola, proprio a casa di Vitalie.;0;0;0;0;0
1;La sera dell'omicidio il marito, un 25enne moldavo poi arrestato per omicidio, ha affrontato Vitalie con un grosso coltello da cucina e lo ha colpito a morte, lasciando il suo corpo sull'asfalto, per poi scappare con la figlioletta di soli 9 mesi.;0;0;0;0;0
1;La strage della via Emilia: muoiono una 22enne, suo figlio e i suoi due fratellini Domenica 30 ottobre una Fiat Stilo, guidata da un 30enne, si schianta contro un'abitazione lungo la via Emilia, tra Parma e Reggio Emilia.;0;0;0;0;0
1;Il bilancio è tragico:quattro morti,tra cui tre bambini.;0;0;0;0;0
1;Le vittime sono: Shane Hyseni, 22 anni, madre di Mattias Lame, 1 anno e mezzo, Rejana Hyseni, 8 anni e Resat Hyseni, 11 anni, sorella e fratello di Shane.;0;0;0;0;0
